,Title,Lyrics
52,Dark Necessities ,"Coming on to the light of day we got
Many moons that are deep at play so I
Keep an eye on the shadow smile
To see what it has to say
You and I both know
Everything must go away
What do you say

Spinning Knot that is on my heart is like a
Bit of light in a touch of dark you got
Sneak attack from the zodiac
But I see your fire spark
Eat the breeze and go
Blow by blow and go away
What do you say
Yeah

You don’t know my mind
You don’t know my kind
Dark necessities are part of my design and
Tell the world that I’m
Falling from the sky
Dark necessities are part of my design

Stumble down to the parking lot you got
No time for the after thought they’re like
Ice Cream for an Astronaut
Well that’s me looking for we
Turn the corner and
Find the world at your command
Playing the hand
Yeah

You don’t know my mind
You don’t know my kind
Dark necessities are part of my design
Tell the world that I’m
Falling from the sky
Dark necessities are part of my design

Do you want this love of mine
Darkness helps us all to shine
Do you want it, do you want it now
Do you want it all the time
But darkness helps us all to shine
Do you want it, do you want it now

Pick you up like a paper back with the
Track record of a maniac so I
Move it in and we unpack
It’s the same as yesterday
Any way we roll
Everything must go away, what do you say
Yeah

You don’t know my mind
You don’t know my kind
Dark necessities are part of my design
Tell the world that I’m
Falling from the sky and
Dark necessities are part of my design"
53,Death Of A Martian ,"Bear paws and rascal power
Watching us in your garage
Big girl you ate the neighbor
The nova is over
Wake up and play
Balleradio
Make room for Clara's bare feet]
The love of a Martian

Tick tock and waiting for the meteor
This clock is opening another door

Lots of love just keep it comin'
Making something out of nothin'
These are the best that I
I don't know how to say
Losin' what I love today
These are the best that I
Lots of love just keep it comin'
Making something out of nothin'
These are the best that I
I don't know [what] to say
[Lookin'] what I lost today
And these are the things that I

Blood flowers in the kitchen
Signing off and winding down
This Martian ends her mission
The nova is over
She caught the ball
By the mission bell
Chase lizards bark at donkeys
The love of a Martian

Let's bow our head
And let the trumpets blow
Our girl is gone
God bless her little soul

Lots of love just keep it comin'
Making something out of nothin'
These are the best that I
I don't know how to say
Losin' what I love today
These are the best that I
Lots of love just keep it comin'
Making something out of nothin'
These are the best that I
I don't know how to say
[Lookin'] what I lost today
And these are the things that I

She's got a sword in case though this is not her lord in case the one who can't afford to face her image is restored to grace. Disappeared. No trace. Musky tears. Suitcase. The down turn brave little burncub bearcareless turnip snare rampages pitch color pages...down and out but not in Vegas. Disembarks and disengages. No loft. Sweet pink canary cages plummet pop dewskin fortitude for the sniffing black noses that snort and allude to dangling trinkets that mimic the dirt cough go drink its. It's for you. Blue battered naval town slip kisses delivered by duck muscles and bottlenosed grifters arrive in time to catch the late show. It's a beehive barrel race. A shehive stare and chase wasted feature who tried and failed to reach her. Embossed beneath a box in the closet that's lost. The kind that you find when you mind your own business. Shiv sister to the quickness before it blisters into the newmorning milk blanket. Your ilk is funny to the turnstyle touch bunny whose bouquet set a course for bloom without decay. get your broom and sweep the echoes of yesternights fallen freckles...away..."
54,Deck The Halls ,"Deck the halls with boughs of holly
Fa-la-la-la-la, la-la-la-la
'Tis the season to be jolly
Fa-la-la-la-la, la-la-la-la
Don we now our gay apparel
Fa-la-la, la-la-la, la-la-la.
Troll the ancient Yule-tide carol
Fa-la-la-la-la, la-la-la-la."
55,Deep Kick ,"It started when we were
little kids free spirits but
already tormented by our own hands
given to us by our parents we got together
and wrote on desks and slept in laundry
rooms near snowy mountains & slipped through
whatever cracks we can find minds altered
we didn't falter in portraying hysterical
and tragic characters in a smog filled
universe we loved the dirty city and the
journeys away from it we had not yet been
or seen our friends selves chase tails round
and round in downward spiral leaving trail
of irretrievable vital life juice behind still
the brothersbloodcomradespartnerfamilycuzz
was impenetrable
and we lived inside it laughing with no clothes
and everything experimental 'till death was
upon us in our face mortality and
lots of things seemed futile then but
love and music can save us and did while
the giant grey monster grew more poisoned
and volatile around us jaws clamping down
and spewing ugly shit around nothing
is the same so we keep moving.

Went off and got some hair cuts
Lookin' wild & got all drugged up
Hopped a train into the night
Got a ride with a transvestite
Two boys in San Francisco
Two boys in San Francisco
Blasted off in a BART bathroom
Those coppers woke us up
Motherfuckers woke us up

Two young brothers on a hover craft Telepathics love and belly laughs Storm the stage of Universal Slim shine talk box go subversal Papa's proud and so he sent us Pounding hearts full and relentless Two boys in London, England Two boys in London, England Climbing out of hostel windows Wearing gear so out but in though Come on kid and do the no no Two young brothers on a hover craft Telepathics, love and belly laughs We went to Fairfax High School Jumped off buildings into their pools We'd sit down and grease at Canters Run like hell they can't catch us Two boys in L.A. proper Two boys in L.A. proper Stealin' anything that we could Gotta sneak into the Starwood Gotta peak into the deep good I remember 10 years ago in Hollywood we did some good and we did some real bad stuff but the Butthole Surfers always said it's better to regret Something you did than something you didn't do We were young and we were looking for the deep kick... seen 'em come seen 'em go"
56,Desecration Smile ,"All alone not by myself
Another girl bad for my health
I've seen it all thru someone else
(Another girl bad for my health)

Celebrated but undisturbed
Serenaded by the terror bird
It's seldom seen but it's never heard
(Serenaded by the terror bird)

Never in the wrong time or wrong place
Desecration is the smile on my face
The love I made is the shape of my space
My face my face

Disintegrated by the rising sun
A rolling black out of oblivion
And I'd like to think that I'm your #1
(I'm rolling black out of oblivion)

I wanna leave but I just get stuck
A broken record runnin' low on luck
There's heavy metal coming from your truck
I'm a (a broken record runnin' low on luck)

Never in the wrong time or wrong place
Desecration is the smile on my face
The love I made is the shape of my space
My face my face

We could all go down to
Malibu and make some noise
Coca Cola doesn't do the justice
She enjoys
We could all come up with
Something new to be destroyed
We could all go down

I love the feeling when it falls apart
I'm slow to finish but quick to start and
Beneath the heather lies the meadowlark
And I'm
(Slow to finish but quick to start)

Never in the wrong time or wrong place
Desecration is the smile on my face
The love I made is the shape of my space
My face my face"
57,Detroit ,"Find me in the suburbs and
The shadow of decay
Rolling rings of rubber and
The band begins to play

Am I on the right side of the left side of your brain
Can you see the rising of old yesterday's remains
Funkadelic said it best I think you know the rest
Time don't stand a chance against this motor madness

Don't you worry baby I'm like
Detroit, I'm crazy
Don't you worry baby I'm like
Detroit, I'm crazy I'm like
Detroit, I'm crazy
Don't you worry baby I'm like

The Stooges and J Dilla, yeah
They tore this town apart
Put me back together, well
I guess that's quite an art

Henry won the war you see
But not with pen or sword
He did it with the little thing I think it's called a Ford

Funkadelic said it best I think you know the rest
Time don't stand a chance against this motor madness

Don't you worry baby I'm like
Detroit, I'm crazy
Don't you worry baby I'm like
Detroit, I'm crazy I'm like
Detroit, I'm crazy
Don't you worry baby I'm like
Detroit, I'm crazy I'm like
Detroit, I'm crazy

Everything's so hazy I'm like
Detroit, I'm crazy I'm like
Detroit, I'm crazy
Everything's so hazy"
58,Did I let you know ,"I’m comin for ya
'Cause I adore ya
I’d like to get inside
Your mass production
This indecision
Has got me cringing
I can’t resist the smell
Of your seduction
Did I let you know
Would you like to go
Unwrap your package
Without much persuasion
Did I let you know
Would you like to go
I want to dance to
Everyday’s occasion

This I know This I know
Take Me Home Take Me Home
This I know This I know
Take Me Home Take Me Home

When we envision
Lack of division
The planet does
Another revolution
The day I blew on ya
You said I grew on ya
Turns out that we are
All the one solution
I’m comin’ at you
Year of the cat too
I like the sound of
Your articulations
Want to arouse her
And maybe espouse her
She showed me love
Without the stipulations

This I know This I know
Take Me Home Take Me Home
This I know We’re Not Alone
Take Me Home Take Me Home

I want to lean on you
Get Jan and Dean on you
Time to sway
A little mass perception
I like you cheeky
Oh so Mozambiquey
I think the word could use
A clear connection"
59,Don't Forget Me ,"I'm an ocean in your bedroom
Make you feel warm
Make you wanna re-assume
Now we know it all for sure

I'm a dance hall dirty breakbeat
Make the snow fall up from underneath your feet
Not alone, I'll be there
Tell me when you want to go

I'm a meth lab first rehab
Take it all off
And step inside the running cab
There's a love that knows the way

I'm the rainbow in your jail cell
All the memories of everything you've ever smelled
Not alone, I'll be there
Tell me when you want to go

(Sideways falling
More will be revealed my friend)
Ooooh...
Don't forget me I can't hide it
Come again get me excited

I'm an inbred and a pothead
Two legs that you spread
Inside the tool shed
Now we know it all for sure

I could show you
To the free field overcome and more will always be revealed
Not alone I'll be there
Tell me when you want to go

(Sideways falling
More will be revealed my friend)
Oooh...
Don't forget me I can't hide it
Come again get me excited

Ooooh...
(Sideways falling
More will be revealed my friend)
Don't forget me I can't hide it
There's a match now let me light it

I'm the bloodstain
On your shirt sleeve
Coming down and more are coming to believe
Now we know it all for sure

Make the hair stand
Up on your arm
Teach you how to dance
Inside the funny farm
Not alone, I'll be there
Tell me when you want to go

I'll be there and tell me when you want to go
Come on then and tell me when you want to go
More will be revealed my friend"
60,Dosed ,"I got dosed by you and,
Closer than most to you and,
What am I supposed to do,
Take it away, I never had it anyway.
Take it away and everything will be okay...

In you a star is born and,
You cut a perfect form and,
Someone forever warm,

Lay on, lay on, lay on, lay on. x2

Way upon the mountain where she died.
All I ever wanted was your life.
Deep inside the canyon I can't hide.
All I ever wanted was your life.

Show love with no remorse and,
Climb onto your seahorse and,
This ride is right on course.
This is the way I wanted it to be with you.
This is the way I knew that it would be with you.

Lay on, lay on, lay on, lay on x2

Way upon the mountain where she died,
All I ever wanted was your life. 
Deep inside the canyon I can't hide.
All I ever wanted was your life. 

I got dosed by you and,
Closer than most to you and,
What am I supposed to do,
Take it away, I never had it anyway.
Take it away and everything will be okay...

Way upon the mountain where she died,
All I ever wanted was your life.
Deep inside the canyon I can't hide.
All I ever wanted was your life."
61,Dr. Funkenstein ,"Dddd-doctor ffff-funkenstein

We love you doctor funkenstein
Your funk is the best
Take my body, give it a ride
Don't fuck with the rest

We love you doctor funkenstein
Your funk is the best
Take my body, give it a ride
Don't fuck with the rest

No, yeah, yeah

Shut up! 
"
62,Dreams of a Samurai ,"Standing naked in your kitchen
Feeling free that I could be alive
Clearly I'm a contradiction
Too young to be my wife

A peaceful storm is never hectic
Her mellow voice that I could be within
The uniform is anorexic
A jealous choice won't win

A metamorphosis samurai
Y'got a little lord fish and I don't know why I got a
Metamorphosis samurai

Paint your face cause I'm a black foot
I thought I counted up the fireflies
Close enough to get a good look
Time to mobilize

A metamorphosis samurai
Y'got a little lord fish and I don't know why I got a
Metamorphosis samurai

I'm a lonely lad
I've lost myself out on the range
I don't remember much
So don't ask me I've gone insane

Taking acid in a graveyard
Stealing food to keep the night alive
Every day I try to play hard
Even with my lies

The day they found you on a tour bus
The news was barren as a desert bone
The tabloids made a kind of small fuss
A couple pictures shown

I'm a lonely lad
I've lost myself out on the range
I don't remember much
So don't ask me I've gone insane

Slowly turning into driftwood
No one ever wants to die alone
Thinking that a pretty gift could
Make you less unknown

Dirty sneakers on the pavement
The brilliant features of a common man
See the miracle of your life
No one ever can

I'm a lonely lad
I've lost myself out on the range
I don't remember much
So don't ask me I've gone insane

See the world go by
The changes that we entertain
I don't recall it all
Remember I have gone insane"
63,Easily ,"Easily let's get carried away
Easily let's get married today
Shao Lin shouted a rose
From his throat
Everything must go
A lickin' stick is thicker
When you break it to show
Everything must go

The story of a woman on the morning of a war
Remind me if you will exactly what we're fighting for

Calling calling for something in the air
Calling calling I know you must be there

Easily let's get caught in a wave
Easily we won't get caught in a cave
Shao Lin's shakin' for the sake
Of his soul-Everything must go
Lookin' mighty tired of
All the things that you own
Everything must go

I can't tell you who to idolize
You think it's almost over
But it's only on the rise
Calling calling
For something in the air
Calling calling I know you must be there

The story of a woman on the morning of a war
Remind me if you will exactly what we're fighting for

Throw me to the wolves
Because there's order in the pack
Throw me to the sky
Because I know I'm coming back

Shao Lin's shakin' for the sake
Of his soul-Everything must go
Lookin' mighty tired of
All the things that you own
Everything must go

The story of a woman on the morning of a war
Remind me if you will exactly what we're fighting for

Calling calling for something in the air
Calling calling I know you must be there

I don't want to be your little research monkey boy
The creature that I am is only going to destroy

Throw me to the wolves
Because there's order in the pack
Throw me to the sky
Because I know I'm coming back"
64,Eddie ,"Sailing the Sunset Strip
I'm a bit of a king
Granny would take a trip
I've been bending the strings
Got hammers in both my hands
Such a delicate touch
They say I'm from Amsterdam
Does that make me Dutch?

Please don't remember me
For what I did last night, oh
Please don't remember me
Lord and children
Please don't remember me
It's only 1980, it's only 1983

Smoking the reefer
Feeling my own light
My brother's a keeper
I married a TV wife
The devil's Camaro
Parked in thе high school lot
A little sombrero
'Cause tеacher was way too hot

Please don't remember me
For what I did last night, oh
Please don't remember me
Listen lord now
Please don't remember me
It's only 1980, it's only 1983

Tell my love ""But leave me never""
Can't complain about the weather
Snowing at the rainbow, have a ball
Cut my teeth down at the whiskey
GTOs tried to kiss me
One more song, they have seen it all

[Instrumental Interlude]

Please don't remember me
For what I did last night, oh
Please don't remember me
What'd I say lord?
Please don't remember me
It's only 1980, it's only 1983

Please don't remember me
For what I did with David
You know I'm talkin' David Lee
Am I ready?
Please don't remember me
For what I did last night, oh
I guess I played a Flying V

[Instrumental Outro]"
65,Emit Remmus ,"The California animal is a bear
Angeleno but the devil may care
Summer time to talk and swear
Later maybe we could share some air
I'll take you to the movies there
We could walk through Leicester Square
What could be wetter than
An English girl American man
Chorus:
London in the summer time
Call me now use the satellite
London in the summer time
Cuss me out and it'll feel all right

Hesitate but don't refuse
The choice was yours but you said choose
The look she used was green and sharp
Stabbed that boy all in his heart
Come what may the cosmos will
Take me up and down on Primrose Hill
What could be wetter than
An English girl American man

Chorus

Cuss me out and it'll feel all right
It's all right now
Call me now use the satellite
It's all right
It's all right

Down and out and it'll sound all right
It's all right now
It's all right 

The California flower is poppy child
Felony sends me all the gold in your smile
Drift away from anyone you can
Nothing ever goes according to plan
Though I know that every river bends
Time to say hello to snow on the Thames
What could be wetter than
An English girl American man

Chorus"
66,Encore ,"Listen to the Beatles and the sound of laughing Ed McMahon, we got high
Educated by a world so full of self and lost in space, too much pride
Cosmonauts and dirty thoughts are juggling the juggernaut, Soviet Spy
Every now and then when I remember to befriend, the little things in life

Hey you're fine
I wanna listen to the radio
Driving down Calexico highway
And now I know the signs for sure

Hold my hand
I want to share it all with Mary
Results are gonna vary now

Later on I'll read to you the things that I've been needing to say goodbye
Walk away from mom and dad to find the love you never had, tell no lies
Carry on and write a song that says it all and shows it off 'fore you die
Take a little breath before you catch an early death there is so much sky

Hey you're fine
I wanna listen to the radio
Driving down Calexico highway
And now I know the signs for sure

Hold my hand
I want to share it all with Mary
Results are gonna vary now

Skinny brains and little stains upon your
Face teenage remains tell me more
Lifted in the fifties when you really rather drifted through time, let's soar

Hey you're fine
I wanna listen to the radio
Driving down Calexico highway
And now I know the signs, for sure

Hold my hand
I want to share it all with Mary
Results are gonna vary now"
67,Eskimo ,"In the name of it's for you I
Bought it all and it's all untrue I
Know, i'm a little slow
Desparate and it shows

In the name of spending street(?)
Burning bush and a busted knee you
Stole, all the rain and snow

Who will be my Eskimo
It's what I wanna know
It's time to under go
Somewhere in Mexico
I'm making room for you
A Simple Point of view
Someone too deeper to

Aw
Searching for an eskimo
Searching and I wanna know, someone, like you
What did they say
Desperate and I gotta go
Searching for an eskimo, someone, like you

In the name of Jesus Christ I
Sold my son and I named my price I
Sold, just a little low

Who will be my eskimo
That's what I wanna know
Before I under go
Somewhere in Mexico
I'm making room for you
A Simple point of view
Someone too deeper to

Ooooooh aw
Searching for an eskimo
Searching and I wanna know, someone, like you
Hey hey hey
Desperate and I gotta go
Searching for an eskimo, someone, like you

In the name of Oscar Wilde I
Saw the mess and I saw he smiled I
Go, toe to toe in the whole, world to find an eskimo"
68,Especially In Michigan ,"Life is my friend
Rake it up to take it in
Wrap me in your cinnamon
Especially in Michigan
....well I could be your friend

White clouds I'm in
A mitten full of fisherman
C'mon Huckleberry Finn
Show me how to make her grin
....well I'm in Michigan

Cry me a future
Where the revelations run amok
Ladies and gentlemen
Lions and tigers come running
Just to steal your luck

A rainy Lithuanian
Who's dancing as an Indian
Painted in my tiger skin
Especially in Michigan

Double chins and bowling pins
Unholy Presbyterians
Land is full of medicine
I find it when I'm slipping in
....I'm into Michigan

The tainted new librarian
Who fainted when she tucked you in
Let's float away like zeppelins
On stoic gusts of Northern winds

Cry me a future
Where the revelations run amok
Ladies and gentlemen
Lions and tigers come running
Just to steal your luck

Out on the farm we'll be
Swimming with the mother duck
Deep in the mitten where
Lions and tigers come running
Just to steal your luck

Life is my friend
Underwater violins
Order now from Ho Chi Min
A porcelain that comes in twins
....when I'm in Michigan

Throw me in the looney bin
'Cause I can take it on the chin
The cleavage of your pillow skin
Is moving like a violin

Cry me a future
Where the revelations run amok
Ladies and gentlemen
Lions and tigers come running
Just to steal your luck

Out on the farm we'll be
Swimming with the mother duck
Deep in the mitten where
Lions and tigers come running
Just to steal your luck, oh yeah"
69,Ethiopia ,"E I O I E I A
When you give your love away
You get a feeling for

E I O I E I A
Live to love another day
Even when you feel unsure

More and more I wanna raise
Raise my bar
And raise your stakes

E I O I E I A
When I lay there wide awake
For my son I'll make

Tell my boy
I love him so
Tell him
So he knows
Lost in Ethiopia
We walk out in that road

E I O I E I A
Somethin' good gonna come your way
Just look out your door

E I O I E I A
Tell 'em what you want to say
No matter what you might incur

Tell my boy
I love him so
Tell him
So he knows
Lost in Ethiopia
We walk out in that road

E I O I E I A
Steal my heart to give away
Make me want to say

E I O I E I A
You and I are sewn the same
More and more and more
Each day

Tell my boy
I love him so
Tell him
So he knows
Lost in Ethiopia
We walk out in that road"
70,Even You Brutus? ,"God is good and fate is great
When it feels so strong it's hard to wait
You never know how it might unfold
Hearts to break and bodies to hold
Time will tell but it never gets old

Like I told you I'm in for the long, long…

Had to have been one of those things
That took place in outer space
A match made in heaven
Not a scratch on her face
Angels must have smoked some dust
Singing songs ‘bout in God we trust
Some things slide but this is a must

Like I told you there’s a time for finding out

People try to tell me what not to do
You shouldn't make it with a younger girl
Too many chances for the foot to drop
I tried to tell them that I found a pearl

Like I told you be careful what you’re asking for

Hey, sister Brutus
I’ve got a mess of a better half
Hey, sister Judas
Even you never had my back

She was the cutest thing that I ever did see
Drink in her hand and I don't mean tea
She was with a dude but I just didn't care
I had to find out these moments are rare
And Stevie says ‘All is fair’

Like I told you there is something for everyone

Well I guess I never told you some things
That I really really wanted to say
Did I do everything that I could do
Or did the mice just need to play

Like I told you there is more than meets the eye

Hey, sister Brutus
I’ve got a mess of a better half
Hey, sister Judas
Even you never had my back

I'm not trying to point fingers at you
And I'm not trying to lay any blame
But when it comes to the punishment
Girl you know how to bring the pain

Like I told you, I'd do it all again

Hey, sister Brutus
I’ve got a mess of a better half
Hey, sister Judas
Even you never had my back

Come on

Hey, sister Brutus
There's a fury to the woman's wrath
Hey, sister Judas
Even you never had my back"
71,F.U. ,"Fuck You 
Fuck your whole family and your beverages 
Fuck You 
Fuck your little sister and your little brother 
Fuck You 
Fuck all your friends and everyone 
Fuck You 
Fuck your little puppy and your puppy dog 
Fuck You...."
72,Factory Of Faith ,"All my life I was swinging for the fence,
I was looking for the triple,
Never playing good defence.

We were gunnin’ for the glitter,
Every hot and heavy hitter,
She was never really there so I couldn’t really get her.

I said
Factually I, I’m just a piece of it
Factually I, the very least of it

Piece of work, I was really quite a jerk.
Keeping score is such a bore, a busy mind could go berserk
Oh feast on this, I was fishing for a hook
So I took a little trip, when I opened up the book

I said
Factually I, I’m just a piece of it
Factually I, the very least of it
Factually I, it's just the medicine
Make you wanna cry, why don’t they let us in?

Ref:
Be my wife, I think you're right that we should mate
Tell your friends, I've got a factory of faith
Late last night, I had a dream that it was great
Tell your friends, I've got a factory of faith
I've got a factory of…

Crack your whip, she’s confessing from the hip
She was good at getting there, but not as much for round trip
Oh all this time, I was searching for a dream
I was slippin' in and out of every other sex machine

I said
Factually I, I’m just a piece of it
Factually I, the very least of it
Factually I, it's just a medicine
Makes you wanna cry, why don't they let us in?

Ref:
Be my wife, I think you're right that we should mate
Tell your friends, I've got a factory of faith
Late last night, I had a dream that it was great
Tell your friends, I've got a factory of faith
I've got a factory of…

Be my wife, I think you're right that we should mate
Tell your friends, I've got a factory of faith
Late last night, I had a dream that it was great
Tell your friends, I've got a factory of faith
I've got a factory of…
Faith
And love
And luh-ooh-uh-ooh-uh-ooh-uh-ooh-ove"
73,Fake as Fu@k ,"Listening to the great beyond
Where misdirection waves its magic wand
Everybody sing that song
Tuesday morning comes along
I read the news, it's all gone wrong
The facts of life have left too soon
The serving up doom and gloom
Never gonna leave my room
Black Capricorn will blow the horn
For all the love that can't be born today
Everybody walk away

Set 'em on up to knock 'em all down
And take me to your leader where the make up
Is fake as fuck
Strap it on in to map it on out
Spin doctors wanna makе you think you're straight up
Just out of luck
Set 'em on up to knock 'еm all down
And take me to your leader where the make up
Is fake as fuck
Strap it on in to map it on out
Spin doctors wanna make you think you're straight up
Just out of luck

Friday afternoon is cool
I lost my faith in Sunday school
Deliver me from Liverpool
I feel just like an April fool
Someone's gotta break the rule
Sticking to the script
We built another sinking ship
She's so alone
Never gonna leave my home
Mother nature can't go wrong
The science God's forever strong
A-floating in a great beyond
And everybody sing along
Everybody rock that song

Set 'em on up to knock 'em all down
And take me to your leader where the make up
Is fake as fuck
Strap it on in to map it on out
Spin doctors wanna make you think you're straight up
Just out of luck
Set 'em on up to knock 'em all down
And take me to your leader where the make up
Is fake as fuck
Strap it on in to map it on out
Spin doctors wanna make you think you're straight up
Just out of luck

I'm a lonely, lonely lord
Searching all night for the wrong reward
An appetite that's running on all fours
Misdirection waves its wand
Turning my head from black to blonde
Like a queen will now become the pawn
Busted on a ship gone, take me home
Mother named faith, made lightning comes
Busted on a ship that's sailing through the foam
I'm a lonely, lonely lord
Pick another day to be restored
Just another fate that's going overboard"
74,Falling Into Grace ,"What ever never knew
That I could feel so good
Smile in your eyes
What ever never knew
That I could walk through wood
I guess I never tried
A million years old
But just a little girl
Vibin' off the gong
Rubbin' on the bowls
Make you float around
Make your lovin' strong

And when we get
In the same place
At the same time
It is your grace
That I want to
Fall right into now
To love avow

I'm falling into grace with you
I'm falling into guru muhk
I'm falling into grace with you
I'm falling into guru muhk

She moves in a rapture
That her capsule might
Land on your star
Meditating in the morning
Head dressed in white
Beauty bazaar

You can smell the purple light
Comin' from her heart
Get lost and wet
I treat you like a teacher
'Cause that's what you are
I wanna be your pet

And when we get
In the same place
At the same time
It is your grace
That I want to
Fall right into now
To love avow"
75,Fat dance ,"Do a fat dance
Do a fat dance
Do a do a do a fat dance (x4)

One reason why I got you for
A-woman is that you can do the moveable
Kitchen or bedroom or bathroom floor
Keep it moving cause I need the hardcore

Do a fat dance
Do a fat dance
Do a do a do a fat dance (x2)

Soft shoe or stiletto I'm a coming
I'm feeling in the ghetto 'cause that's my trouble

Do a fat dance
Do a fat dance
Do a do a do a fat dance (x4)

Another reason why I love your ass
Your dancing like everyday could be your last
Do ya do ya do ya wanna dance
Lets get it on like black trash

Do a fat dance
Do a fat dance
Do a do a do a fat dance (x2)

Soft shoe or stiletto I'm a coming
Feeling in the ghetto 'cause that's my trouble

I met her on the school yard and
She was such a cool card
She took me for a fool
Because I acted like a bodyguard
Oh Yohanna love, my Yohanna love
She was just the cutest thing
My god that I have ever seen
Tearin' up my seratonin
Messin' with my dopamine
Oh Yohanna love, my Yohanna love
Just about the time
That I was feeling smart again
She walked into the room
Wearing nothing but a cardigan
Oh Yohanna love, my Yohanna love
She knew what she was doin'
When she told me no shoein'
In the lesson for the lesson
Man it makes for perfect screwin'
Oh Yohanna love oh oh

Do a fat dance
Do a fat dance
Do a do a do a fat dance (x2)

Number three reason why I'm in your house
Hot butter melts across your mouth
Dancing and a dancing, and a dancing machine
Somebody move, somebody scream

Yeah

First reason why I got you for
A woman is that you can do the move-a-more
Kitchen or bedroom or bathroom floor
Keep it moving ‘cause I need the hardcore
I need the hardcore
I need the hardcore
I need the hardcore
Hardcore"
76,Feasting on the Flowers ,"I was walking through the streets I could not hear my best friend call
He was feeling incomplete about to take his final fall
Last thing I remember there were tears of blood and just not mine
Any other day and I would save you from this cold decline

Everything they said about everything
Was a coming undone it's a life supreme
I do and I don't, well I do and I don't, Oh yeah

Feasting on the flowers so fast and young
It's a light so bright that I bite my tongue
I do and I don't, well I do and I don't, Oh yeah
The next dimension, show me in

We were moving in the world, expanding your realities
A force of nature on the verge, commanding abnormalities
Last thing I remember there was ringing in my selfish ears
Twenty-Six a number much too small for someone's golden years

Everything they said about everything
Was a coming undone it's a life supreme
I do and I don't, well I do and I don't, Oh yeah

Feasting on the flowers so fast and young
It's a light so bright that I bit my tongue
I do and I don't, well I do and I don't, Oh yeah
The next dimension, show me in

You get a little bit more this time when
You give a little bit for your brother's kind
Like she always said, ""Oh, Don't look back, just look ahead""

You sign a little bit stronger when you
Remember the song of your old best friend
Like she always said, ""Oh, Don't look back, just look ahead""

Everything they said about everything
Was a coming undone it's a life supreme
I do and I don't, well I do and I don't, Oh yeah

Feasting on the flowers so fast and young
It's a light so bright that I bite my tongue
I do and I don't, well I do and I don't, Oh yeah
The next dimension, show me in"
77,Fight Like A Brave ,"All you slingers and friends
hide behind your rocks
put down your guard
I'm not here to box
this is no showdown
so throw down your guns
you see it doesn't matter
where you come from
you could be from park ave
or from a park bench
you could be a politican
or a bitchy princess
but if you're lookin' for a fist
and you're lookin' to unite
put your knuckleheads together
make a fist and fight
not to your death
and not to your grave
I'm talking `bout that freedom
fight like a brave

fight like a brave
don't be a slave
no one can tell you
you've got to be afraid

If you're sick-a-sick'n'tired
of being sick and tired
if you're sick of all the bullshit
and you're sick of all the lies
it's better late than never
to set-a-set it straight
you know the lie is dead
so give yourself a break
get it through your head
get if off your chest
get it out your arm
because it's time to start fresh
you want to stop dying
the life you could be livin'
I'm here to tell a story
but I'm also here to listen
no I'm not your preacher
and I'm not your physician
I'm just trying to reach you
I'm a rebel with a mission

fight like a brave
don't be a slave
no one can tell you
you've got to be afraid

fight like a brave
don't be a slave
no one can tell you
you've got to be afraid

I'm here today to pump up the uplift mofo party plan
a plan based on a band, a band based on a plan
there should be no.....in the land of lands
it's a hollywood jam

You say you're running and you're running
and you're running afraid
you say you ran across the planet
but you couldn't get away
the fire in your brain
was driving you insane
you were looking for a day
in a life that never came
so don't tell me that
I've got to take a number
cause I've been to that doctor
and believe me that's a bummer
here's a one of a kind
convention of the mind
and don't forget to mention
that it doesn't cost a dime
come as you like
and leave any time
and one more thing
you know it doesn't have to rhyme

fight like a brave
don't be a slave
no one can tell you
you've got to be afraid.."
78,Fire ,"Well alright,
Now dig this!

You don't care for me I don't care about that
You got a new fool Hah! I like it like that
I have only one burning desire
Oh, can I make love with your fire?

Let me stand next to your fire
Funky Funky fire..
Let me stand next to your fire
Funky Funky fire..
Let me stand next to your fire
Funky Funky fire..
Let me stand next to your fire
Oh yeah,

Now listen to this baby
And stop acting so crazy

You say your mom ain't home Ain't my concern
Just don't play with me And you won't get burned
I have only one burning desire
Oh, I'm gonna, me, do it in your fire

Let me stand next to your fire
Funky Funky fire..
Let me stand next to your fire
Oh, Funky fire..
Let me stand next to your fire
Funky Funky fire..
Let me stand next to your fire
Oh yeah,

Oh move over over..
And let Mr Huckleberry take over..
You know he's bad, you know he drowns, you know who he gives it to..Yeah!

That's right..
Now dig this!

You try to give me your money
You better save it Babe
Save it for your rainy day
I have only one burning desire
Oh, can I make love over your fire?

Let me stand next to your fire
Funky Funky fire..
Let me stand next to your fire
FunkyFunky fire..
Let me stand next to your fire
Oh, Funky fire..
Let me stand next to your fire

You better slide you ass over, girl
'Cos I'm coming through once and I'm coming the way you must be.."
