,Title,Lyrics
39,Get Out Of My Life Woman ,"Get off of my life woman,
You don't no love me no more.
Get off of my life woman,
You don't no love me no more.
Get off of my life.
You don't no love me, yeah.

Get off the ladder woman,
Got to climb up to the top.
Get off the ladder woman,
Got to climb up to the top.
Get off the ladder, yeah.
You don't love me, yeah.

Get off my eye teardrop,
You can't see your way 'round.
Get off my eye teardrop,
You can't see your way 'round.
Get off my life woman, yeah.

Get out, get out.
You don't love me,
I don't want you hangin' round, babe.
I don't want you no more.
Get out my life woman,
I...
Get off my life woman
I don't want you no more, yeah.
Get off my life,
I don't love you no more.
Get off my life woman,
I don't want you no more."
40,Get Up And Dance ,"Oh people get up and dance
The new day's comin', 
It's the end of the trance
No need to worry, no need to hide
Ev'rybody is on the same side

Oh people, get up and dance
The future's ours if we just take a chance
No need to hurry or no time to waste
The year two thousand is the cut-off date

Oh people, get up and dance
Like one long electric beam
It's the old crystal Alice dream

Oh people, get up and dance
The new day's comin', 
It's the end of the trance
The future's ours if we just take a chance
So come on people get up and dance

Yeah, get up and dance
Come on, let's get up and dance
Golden days, get up and dance
We'll have diamond nights

Get up and dance
We got sweet light shining
Get up and dance
Golden days, get up and dance

We'll have diamond nights, 
Get up and dance
Come on people, get up and dance
Come on, get up and dance
Let's dance, get up and dance."
41,Ghost Song ,"Shake dreams for your hair
My pretty child, my sweet one.
Choose the day
And choose the sign of your day,
The day's divinity.
First thing you see.

A vast radiant beach
And a cool jeweled moon.
Couples naked race down
By its quiet side,
And we laugh like
Soft mad children
Smug in the wooly
Cotton brains of infancy.

The music and voices
Are all around us.

Choose they croon
The ancient ones,
The time has come again.
Choose now they croon
Beneath the moon
Beside an ancient lake.
Enter again the sweet forest.
Enter the hot dream
Come with us.
Everything is broken up
And dances.

Indians scattered on
Dawn's highway bleeding,
Ghosts crowd the young child's
Fragile egg-shell mind."
42,Gloria ,"Yeah, right. 
Did you hear about my baby? She come around, 
She come round here, her head to the ground? 
Come round here just about midnight, 
She makes me feel so good, make me feel all right. 
She come round my street, now 
She come to my house 
Knock upon my door 
Climbing up my stairs--one, two, three 
Come on baby 
Here she is in my room, oh boy 
Hey what's your name? 
How old are you? 
Where'd you go to school? 
Well, now that we know each other a little bit better, 
Why don't you come over here and make me feel all right! 
Chorus: Gloria--g-l-o-r-i-a 
Gloria--g-l-o-r-i-a 
Gloria--g-l-o-r-i-a 
Gloria--g-l-o-r-i-a 
You were my queen and I was your fool, 
Riding home after school. 
You took me home 
To your house. 
Your father's at work, 
Your mama's out shopping around. 
Check me into your room. 
Show me your thing. 
Why'd you do it baby? 
Getting softer--slow it down, etc. 
Now you show me your thing. 
Wrap your legs around my neck, 
Wrap your arms around my feet, 
Wrap your hair around my skin. 
I'm gonna huh--all right, ok, yeah. 
It's getting harder--It's getting too darn fast, etc. 
Come on, now, let's get it on. 
Too late, too late, too late, too late, too late, 
Make me feel all right! 
Chorus 
Keep the whole thing going, baby!"
43,Goin' To New York ,"Yeah.

Well, I'm goin' to New York,
Goin' to get me on a New York quiz show.
Yeah, I'm goin' to New York,
Goin' get on a New York quiz show.
Goin' to New York,
Gonna get me some more of that dough.

Goin' to New York,
Goin' to get on a New York quiz show.
Yeah, goin' to New York,
Goin' get me on a New York quiz show.
Yeah, goin' to New York,
Gonna get me some more of that dough.

Yeah, all right.

Goin' to New York,
Gonna get me on a New York quiz show.
Yeah, goin' to New York,
Get on a New York quiz show.
Goin' to New York,
Get me some more of that dough.

All right!

Yeah, goin' to New York,
Get me on a New York quiz show.
Yeah, I'm goin' to New York,
Get on a New York quiz show.
Goin' to New York,
Get just some more of that dough.

All right!

Well, goin' to New York,
Get on a New York quiz show.
Yeah, goin' to New York,
Get on a New York quiz show.
Well, I'm goin' to New York,
Get me some more of that dough. "
44,Good Rockin' ,"Well I heard the news, there's good rockin' tonight
Well I heard the news, there's good rockin' tonight
Hold my baby tight as a pin
Tonight she'll know how my mind might have been
Well I heard the news, there's good rockin' tonight

Well meet me in a hurry, behind the barn
Don't you be afraid 'cause I'll do you no harm
Want you to bring along your rockin' shoes
Tonight we're gonna rock away all of our blues
Well I heard the news, there's good rockin' tonight
Well I heard the news
Well I heard the news
Well it's good news
Everyone's rockin, it's good news
Got to keep on rockin'
Have you heard the news?
There's good rockin' tonight

Well I heard the news, there's good rockin' tonight

Well meet me in a hurry, behind the barn
Don't you be afraid 'cause I'll do you no harm
Want you to bring along your rockin' shoes
Tonight we're gonna rock away all of our blues
Well I heard the news, there's good rockin' tonight
Well I heard the news
Well I heard the news
Yes, I heard the news
Well it's good news
The world is rockin'
It's good news
All of Russia is rockin'
It's good news
Argentina is rockin'
Well I heard the news, there's good rockin' tonight
Rock 'n' roll

Have you heard the news?
Good news
Have you heard the news
Rock 'n' roll is taking over
Well I heard the news, there's good rockin' tonight
Rock 'n' roll
Feels good
Love my baby
Well I heard the news, there's good rockin' tonight
Yes I heard the news
Well I heard the news
Yes I heard the news
Well I heard the news, there's good rockin' tonight
Well it's good news
Everybody's rockin'
Good news
Keep on rockin'
Good news
The world is rockin'
Rock 'n' roll
I heard the news
Well I heard the news, there's good rockin' tonight"
45,Graveyard poem ,"It was the greatest night of my life. 
Although I still had not found a wife 
I had my friends 
Right there beside me. 
We were close together. 
We tripped the wall and we scaled the graveyard 
Ancient shapes were all around us. 
The wet dew felt fresh beside the fog. 
Two made love in an ancient spot 
One chased a rabbit into the dark 
A girl got drunk and balled the dead 
And I gave empty sermons to my head. 
Cemetary, cool and quiet 
Hate to leave your sacred lay 
Dread the milky coming of the day. "
46,Hang On To Your Life ,"Sweet bird of prey you've gone below
All soft and black it's time to grow
Don't be afraid to touch the light
Don't run from love in the starless night

Hang on to your life it's begun now
Hang on paradise here we come now
Life is like the wind, where does it begin?

Time come again, where's your day now?
Bring me your sunlight, it's the way now
Just spread your wings and taste the sky
It's time to laugh, it's time to fly
The mountain air is clear and bright
Your shadow world is endless night

Hang on to your life it's begun now
Hang on paradise here we come now

Hang on to your life it's begun now
Hang on paradise here we come now
Life is like the wind, where's it gonna end?"
47,Hardwood Floor ,"Go and tell your daddy that we need some dough
We're gonna get married down in Mexico
We got love don't need no more
But all we got to live on is a hardwood floor
You know, all we got to live on is a hardwood floor
We got love don't need no more
But all we got to live on is this hardwood floor
All we got to live on is this hardwood floor
All we got to live on, all we got to live on
All we got to live on is this hardwood floor
Like I said before
Well I had a lot of money 'bout a year ago
Spent all my money on a rock and roll show
I got a lot to tell you, got nothing to show
All we got to live on is this hardwood floor
On this hardwood floor
Oh, oh, on this hardwood floor
Well I went to see your daddy but he sure got sore
He said you ought to be out there fightin' the war
I asked him for some money, he said what for
I told him all we got to live on is a hardwood floor
You know, all we got to live on is a hardwood floor
We got love, don't need no more
All we got to live on is a hardwood floor
On a hardwood floor, on this hardwood floor
All we got to live on is a hardwood floor."
48,Heartbreak Hotel ,"Since my baby left me,
I found a new place to dwell.
It's down at the end of lonely street,
That's -

You feel so lonely, baby.
I am so lonely.
Feel so lonely,
I could die.

Although it's always crowded,
You still can find some room.
For broken-hearted lovin'
Is to cry back in your gloom.

I feel so lonely, baby.
So lonely.
Feel so lonely,
I could die.

Although it's always crowded,
You still can find some room.
For broken-hearted lovin'
Is to cry back in your gloom.

Feel so lonely.
Feel so lonely.
Well I feel so lonely,
I could die. "
49,"Hello, I love you ","Hello, I love you
Won't you tell me your name?
Hello, I love you
Let me jump in your game
Hello, I love you
Won't you tell me your name?
Hello, I love you
Let me jump in your game

She's walkin' down the street
Blind to every eye she meets
Do you think you'll be the guy
To make the queen of the angels sigh?

Hello, I love you
Won't you tell me your name?
Hello, I love you
Let me jump in your game
Hello, I love you
Won't you tell me your name?
Hello, I love you
Let me jump in your game

She holds her head so high
Like a statue in the sky
Her arms are wicked and her legs are long
When she moves my brain screams out this song

Sidewalk crouches at her feet
Like a dog that begs for something sweet
Do you hope to make her see you, fool?
Do you hope to pluck this dusky jewel?

Hello
Hello
Hello
Hello
Hello
Hello
Hello
I want you
I need you
Love
Love
Hello
Hello
Hello"
50,Horse Latitudes  ,"When the still sea conspires an armor 
And her sullen and aborted 
Currents breed tiny monsters 
True sailing is dead 

Awkward instant 
And the first animal is jettisoned 
Legs furiously pumping 
Their stiff green gallop 

And heads bob up 
Poise
Delicate
Pause
Consent 

In mute nostril agony 
Carefully refined 
And sealed over"
51,House Announcer ,"
All right, wait a second. We have a long show, we have a hell of a show for you. A beautiful thing. All right, now look, look, we've...we've seen a lot of things happene in the city, and everything's turned around. Everything's beautiful. Nobody thought we'd be able to bring the Doors here, and we did. But we've got a couple of thi... Wait a second man! Look, we've just got a couple of little things that we've gotta tell you about. The fire-marshal is not gonna let this show go on, and I just had a long meeting with him, and man, this is no joke, you either gotta sit down, and you gotta go back to your seats, you gotta make isles, and that's it man. You gotta move back. Hey look! Hey look! Wait a second, hold on! Let's have a little help, man. Come on, everybody go back to their seats. People are gonna get hurt up here, they're gonna pass out. Now we don't want that man, and the Doors don't want that either.
Ladies and gentlemen, the Doors!

Now hold it, we've gotta tune up. Hey Philadelphia! Do you feel all right?
"
52,Hyacinth house ,"What are they doing in the Hyacinth House? 
What are they doing in the Hyacinth House? 
To please the lions in this day 

I need a brand new friend who doesn't bother me 
I need a brand new friend who doesn't trouble me 
I need someone and who doesn't need me 

I see the bathroom is clear 
I think that somebody's near 
I'm sure that someone is following me 
Oh yeah 

Why did you throw the Jack of Hearts away? 
Why did you throw the Jack of Hearts away? 
It was the only card in the deck 
That I had left to play 

And I'll say it again 
I need a brand new friend 
And I'll say it again 
I need a brand new friend 
And I'll say it again 
I need a brand new friend 
The end"
53,I Can't See Your Face in My Mind  ,"I can't see your face in my mind 
I can't see your face in my mind 

Carnival dogs consume the lines 
Can't see your face in my mind 

Don't you cry 
Baby, please, don't cry 
And don't look at me with your eyes 

I can't seem to find the right lie 
I can't seem to find the right lie 

Insanity's horse adorns the sky 
Can't seem to find the right lie 

Carnival dogs consume the lines 
Can't see your face in my mind 

Don't you cry 
Baby, please, don't cry 
I won't need your picture until we say goodbye"
54,I Looked At You ,"I looked at you 
You looked at me 
I smiled at you 
You smiled at me 

And we're on our way 
No we can't turn back, babe 
Yeah, we're on our way 
And we can't turn back 

'Cause it's too late 
Too late, too late 
Too late, too late 

And we're on our way 
No we can't turn back, babe 
Yeah, we're on our way 
And we can't turn back, yeah 

C'mon, yeah! 

I walked with you 
You walked with me 
I talked to you 
You talked to me 

And we're on our way 
No we can't turn back, yeah 
Yeah, we're on our way 
And we can't turn back, yeah 

'Cause it's too late 
Too late, too late 
Too late, too late 

And we're on our way 
No we can't turn back 
Yeah, we're on our way 
And we can't turn back 

'Cause it's too late 
Too late, too late 
Too late, too late"
55,I will never be untrue ,"I will never be untrue 
Do anything you would want me to 
Never stay out drinking 
no later than two 
(two thirty...) 

I will never treat you mean 
and I won't cause no kind of scene 
Tell you all the people 
all the places I have been 

I will always treat you kind 
try to give you peace of mind 
Only you tell me that you love me 
one more time 

Now darling 
please don't be sad 
Don't run off like that 
when you get mad 
Cause if you do 
you gonna lose 
the best friend 
that you ever had 
That's no lie... 

I will never be untrue 
Do everything you want me to do 
Bring all my loving all my money 
bring it all home to you 

I never be untrue "
56,I'm a king bee ,"Well I'm a king bee, want you to be my queen 
Well I'm a king bee baby, want you to be my queen 
Together we can make honey, the world ever never seen 

I'm young and able to buzz all night long 
I'm young and able to buzz all night long 
Well when you hear me buzzin' baby, some stinging is going on 

Well I'm a king bee, buzzing around your hive 
Well I'm a king bee, buzzing around your hive 
Well I can make honey baby, let me come inside 

Well I'm a king bee, can buzz all night long 
Well I'm a king bee, can buzz all night long 
Well I can buzz better baby, when your man is gone"
57,I'm A Man ,"I was a young boy.
I was just about five.
I had a thing in my pocket,
I kept alive.

Now I'm a man.
I'm past twenty-one.
You know baby,
We have a lot of fun.

Yeah, I'm a man.
No boy.
Listen here.
What I'm sayin'.

I know
What's going down.
All you people,
Shut those discos down.

Well I'm a man.
And so are these other guys.
I got three men with me,
And they know where it's at.
Got some young studs.
And we're nothing but love
Everyday
And everyone.
We're grown up.
We're taking it on.

All you people,
Try holdin' on.
Come with us.
We'll take over the world.
We're gonna own it.
Make it like we want it.

You got to feel it in your hand.
You got to understand.
You got to come along.
I'm telling you to grow up fast.
I'm telling you to grow up now.
I'm telling ya you ain't no children.
I'm telling ya you're not little girls.
I'm telling ya you're not little boys.

You're men, don't you understand.
You're women, don't you understand.

You men and women.
Get together.
Hold your hands.
We're gonna take it over.
With a girl by your side.
And a woman has her man.
There's nothing they can't stop.

They own it, you own it.
How do you want it to be?
Do you like it the way it is?
You want to be something?
You want them to be good?
Want them to love?
You want all the things.
When I get high he tells me that.
I think I'm gonna love.

I want to touch you everyone.
I want to touch you down there.
I want to know you.
I want to feel you.
I want to feed you.
I want you to know me.
I want you to feel me.

And we're all right here.
What are we gonna do with it?
We're gonna ---
Are we gonna be something.
Or are we gonna let it fall apart.

Are we gonna let them take it?
Or are we gonna take it?
Are we gonna take it?
And make it something great, you know.
And make it something beautiful.
And make it what we want.
And make it something we need.

So you realize.
So you realize.
So you feel.
So you know the deal.
So you ---
So you feel the groove.
So you don't stop.

I'm telling you you're gods.
You people are gods.
You're all gods here.
We're all gods here.
We own the universe.
We own the stars.
We own the sky.
We own the world.
We own it all.
---
Come on let's get it.
Come on let's get it.
"
58,"I'm Horny, I'm Stoned ","Well, I'm tired, I'm nervous, I'm bored, I'm stoned
Don't you know
Life ain't so easy when you're on your own
Well, I'm lonely, I'm ugly, I'm horny, I'm cold
Don't you know
Life ain't so easy when you're on your own
Leavin' home
Well, I got ripped off, wiped out, I got burned
Don't you know
life ain't so easy when you're on your own
I feel my mind is shaken out of place
I look like a truck ran over my face
The doctor says I'm not a hopeless case
I really wanna join the human race
Well, I got ripped off, wiped out, I got burned
Don't you know
life ain't so easy when you're on your own
Well, I'm tired, I'm nervous, I'm bored, I'm stoned
Don't you know
Life ain't so easy when you're on your own
Leavin' home
On your own
On your own
Da da da da da
Da da da da da"
59,I'm Your Doctor ,"Headache strike you baybeh.
You begin to feel so feel so gloan.
Ain't nothin' you need..
But a double dose of love.
Woman, I'm your doctor.
And oh yes, I know just what ya need. (Jim: Let me see your credentials.)
I.. got my doctor's certificate. (Jim: PHD or MD or RX?)
I got it right here.. in my pants. (Jim: Whooaaa. Show it to me.)
Listen here, baybeh.
You're not feelin' so good.
I know what ya need.
Double-dose a' love.
Woman, I'm your doctor. (Jim: Prove it!)
And I know.. what you need. (Jim: Waa-wow!)
You need a hot-beef injection.
And whoa yes, it have to come from me. (Jim: Is that like gettn' a hot dick?)
You wake up in da mornin'..
Girl you're not feelin' so good.
You need a man ta love you.
Just like you knew you would.
Listen, baybeh.
Well, I'm your doctor.
And I know.. what ya need.
You need a Polish sausage.
Whoa yeah, baybeh, have to come from me.
Jim: I could go along with everything except the Polish sausage. What does that got to do with it, man?
Ray: Well, just that little sausage.
A polish ???.
Ray: Magnificent ivory.
John: That's right that was toxic, man."
60,In The Eye Of The Sun ,"In the eye of the sun,
before the world had begun
Taking it easy,
I was having some funLoafin' and a jokin',
it was all energy
No such thing as you and or meNo time,
pure mind
In the eye of the sun,
before the world had begun
It had been a lot of work the last time around
I needed a rest,
a chance to just lie downAlways on the go,
no time to kill
a lot of runnin' to and fro,
hard workin' at the mill
So it blew up,
and I flew upinto the eye of the sun
before the world had begun
Well I hung around,
I don't know how many yearsNo more troubles,
no more fears
Had a lot of rest with-a nothing to do
I wanted flesh and blood and skin and bonesa
multi-dimensional universal home
I wanted space and time,
up and downlife and death,
and love all around
I knew there'd be trouble,
but I could pull through
so,
I thought up the world and you did too"
61,Indian summer ,"I love you, the best 
Better than all the rest 
I love you, the best 
Better than all the rest 
That I meet in the summer 

Indian summer 

That I meet in the summer 

Indian summer 

I love you, the best 
Better than all the rest"
62,It Slipped My Mind ,"You know, it just done slipped my mind
It just done slipped my mind
It's just so hard to find
It just done slipped my mind
I left my body somewhere down the line
It's just so easy to lose track of time
It just done slipped my mind
It just done slipped my mind
It wouldn't matter, but it's time to meditate.
You know, it just done slipped my mind
My memory's unrefined
They must have spiked my wine
Because it just done slipped my mind
My mind and body are still out of tune
I hope they run into each other real soon
It just done slipped my mind
It just done slipped my mind
I wouldn't mind, but it's cold here on the moon
It just done slipped my mind.
You now, it just done slipped my mind
My memory's unrefined
It just done slipped my mind
You know, they must have spiked my wine
My mind and body are still out of tune
I hope they run into each other real soon
Because it just done slipped my mind
It just done slipped my mind."
63,L.A. woman ,"Well, I just got into town about an hour ago 
Took a look around, see which way the wind blow 
Where the little girls in their Hollywood bungalows 
Are you a lucky little lady in The City of Light?
Or just another lost angel
City of Night...
(Woah, c'mon!)

L.A. Woman, L.A. Woman
L.A. Woman, Sunday afternoon... 
Drive thru your suburbs into your blues 
Into your blues, yeah! 
Into your blue-blue Blues, 
Into your blues
(Oh, yeah!) 

I see your hair is burnin' 
Hills are filled with fire 
If they say I never loved you 
You know they are a liar 
Drivin' down your freeways 
Midnight alleys roam 
Cops in cars, the topless bars 
Never saw a woman so alone,
So alone, yeah
So alone, so alone
Motel Money Murder Madness 
Let's change the mood from glad
To sadness 
(...)


Mr. Mojo Risin'...
Got to keep on risin' 
Mr. Mojo Risin', Mr. Mojo Risin', 
Mojo Risin' 
Gotta Mojo Risin', 
Mr. Mojo Risin', 
Gotta keep on risin' 
Risin', risin' 
Gone risin', risin' 
I'm gonna risin', risin' 
I gotta risin', risin' 
Well, risin', risin' 
I gotta...
(Woah, yeah!)


Well, I just got into town about an hour ago 
Took a look around, see which way the wind blow 
Where the little girls in their Hollywood bungalows 
Are you a lucky little lady in The City of Light?
Or just another lost angel
City of Night...
(Woah, c'mon!)

L.A. Woman, L.A. Woman 
L.A. Woman, you're my woman 
Little L.A. Woman, little L.A. Woman 
L.A., L.A. Woman, woman...
C'mon..."
64,l'America ,"Yeeeaahh 

I took a trip down to L'America 
To trade some beads for a pint of gold 
I took a trip down to L'America 
To trade some beads for a pint of gold 
L'America, L'America, L'America 
L'America, L'America, L'America 

C'mon people, don't ya look so down 
You know the rain man's comin' ta town 
Change the weather, change your luck 
And then he'll teach ya how ta...find yourself 
L'America 

Freindly strangers came to town 
All the people put them down 
But, the women loved their ways 
Come again some other day 
Like the gentle rain 
Like the gentle rain that falls 

I took a trip down to L'America 
To trade some beads for a pint of gold 
I took a trip down to L'America 
To trade some beads for a pint of gold 
L'America, L'America, L'America 
L'America, L'America, L'America 
L'America"
65,Lament ,"Lament for my cock
Sore and crucified
I seek to know you
Aquiring soulful wisdom
You can open walls of mystery
Stripshow
How to aquire death in the morning show
TV death which the child absorbs
Deathwell mystery which makes me write
Slow train, the death of my cock gives life
Forgive the poor old people who gave us entry
Taught us god in the child's praye in the night
Guitar player
Ancient wise satyr
Sing your ode to my cock
Caress it's lament
Stiffen and guide us, we frozen
Lost cells
The knowledge of cancer
To speak to the heart
And give the great gift
Words Power Trance
this stable friend and the beast of his zoo
Wild haired chicks
Women flowering in their summit
Monsters of skin
Each color connects
to create the boat
which rocks the race
Could any hell be more horrible
than now
and real?
I pressed her thigh and death smiled
death, old friend
death and my cock are the world
I can forgive my injuries in the name of
Wisdom Luxury Romance
Sentence upon sentence
Words are the healing lament
For the death of my cock's spirit
Has no meaning in the soft fire
Words got me the wound and will get me well
I you believe it
All join now and lament the death of my cock
A tounge of knowledge in the feathered night
Boys get crazy in the head and suffer
I sacrifice my cock on the alter of silence"
66,Land ho ,"Grand-Ma loved a sailor 
Who sailed the frozen sea. 
Grand-Pa was a whaler 
And he took me on his knee. 
He said, ""Son, I'm goin' crazy 
From livin' on the land. 
Got to find my shipmates 
And walk on foreign sands."" 

This old man was graceful, 
With silver in his smile. 
He smoked a briar pipe and 
He walked four country miles. 
Singing song of shady sisters 
And old time liberty, 
Songs of love and songs of death, 
And songs to set me free. 

I've got three ships and sixty men, 
A course for ports unread. 
I'll stand at mast, let north winds blow 
Till half of us are dead. 
Land Ho! 

Well, if I get my hands on a dollar bill, 
Gonna buy a bottle and drink my fill. 
If I get my hands on a number five, 
Gonna skin that little girl aline. 
If I get my hands on a number two 
Come back home and merry you, 
Merry you, merry you. All right! 
and ho!"
67,Light My Fire ,"You know that it would be untrue 
You know that I would be a liar 
If I was to say to you 
Girl, we couldn't get much higher 
Come on baby, light my fire 
Come on baby, light my fire 
Try to set the night on fire 

The time to hesitate is through 
No time to wallow in the mire 
Try now we can only lose 
And our love become a funeral pyre 
Come on baby, light my fire 
Come on baby, light my fire 
Try to set the night on fire, yeah 

The time to hesitate is through 
No time to wallow in the mire 
Try now we can only lose 
And our love become a funeral pyre 
Come on baby, light my fire 
Come on baby, light my fire 
Try to set the night on fire, yeah 

You know that it would be untrue 
You know that I would be a liar 
If I was to say to you 
Girl, we couldn't get much higher 
Come on baby, light my fire 
Come on baby, light my fire 
Try to set the night on fire 
Try to set the night on fire 
Try to set the night on fire 
Try to set the night on fire"
68,Lions in the street ,"Lions in the street and roaming 
Dogs in heat, rabid, foaming 
A beast caged in the heart of the city 

The body of his mother rotting in the summer ground 
He fled the town 
Went down south and crossed the border 
Left the chaos and disorder 
Back there over his shoulder 

One morning he awoke in a green hotel 
With a strange creature groaning beside him 
Sweat oozed from it`s shiny skin 

Is everbody in? 
The ceremony is about to begin "
69,Little red rooster ,"I'm the little red rooster 
Too lazy to crow the day. 
I'm the little red rooster 
Too lazy to crow the day. 
Keep everything in the barnyard 
Upset in every way. 
Dogs begin to bark 
The hounds begin to howl. 
Dogs begin to bark 
The hounds begin to howl. 
Look out strange cat people 
The rooster's on the prowl. 
If you see my little red rooster 
Please drive him home. 
If you see my little red rooster 
Please drive him home. 
Ain't been no peace in the barnyard 
Since my little red rooster been gone."
70,Love her madly ,"Don't you love her madly, Don't you need her badly 
Don't you love her ways, Tell me what you say 
Don't you love her madly, Wanna be her daddy 
Don't you love her face 
Don't you love her as she's walkin' out the door 
Like she did one thousand times before 
Don't you love her ways, Tell me what you say 
Don't you love her as she's walkin' out the door 

All your love x 4 
All your love is gone, 
So sing a lonely song 
Of a deep blue dream, 
Seven horses seem to be on the mark 

Yeah, don't you love her 
Don't you love her as she's walkin' out the door 
All your love x 3 
Yeah, all your love is gone 
So sing a lonely song 
Of a deep blue dream 
Seven horses seem to be on the mark 
Well, don't you love her madly 
Don't you love her madly 
Don't you love her madly"
71,Love hides ,"Love hides in the strangest places. 
Love hides in familiar faces. 
Love comes when you least expect it. 
Love hides in narrow corners. 
Love comes to those who seek it. 
Love hides inside the rainbow. 
Love hides in molecular structures. 
Love is the answer."
72,Love Me Tender ,"All your dreams fullfilled.
I am yours and you are mine,
And we always will.

Love me tender,
Love me true,
All my dreams fullfilled.
You are mine,
And I am yours,
And I always will.

Love me tender,
Love me true,
All my dreams fullfilled.
You are mine,
And I am yours,
And I always will."
73,Love Me Two Times  ,"Love me two times, baby 
Love me twice today 
Love me two times, girl 
I'm goin' away 
Love me two times, girl 
One for tomorrow 
One just for today 

Love me two times 
I'm goin' away 

Love me one time 
Could not speak 
Love me one time 
Yeah, my knees got weak 
Love me two times, girl 
Last me all through the week 

Love me two times 
I'm goin' away 

Love me two times 
I'm goin' away 
Alright, yeah

Love me one time 
Could not speak 
Love me one time, baby 
Yeah, my knees got weak 
Love me two times, girl 
Last|s| me all through the week 

Love me two times 
I'm goin' away 

Love me two times, babe 
Love me twice today 
Love me two times, babe 
'Cause I'm goin' away 
Love me two times, girl 
One for tomorrow 
One just for today 

Love me two times 
I'm goin' away 

Love me two times 
I'm goin' away 

Love me two times 
I'm goin' away"
74,Love street ,"She lives on Love Street 
Lingers long on Love Street 
She has a house and garden 
I would like to see what happens 

She has robes and she has monkeys 
Lazy diamond studded flunkies 
She has wisdom and knows what to do 
She has me and she has you 

She has wisdom and knows what to do 
She has me and she has you 

I see you live on Love Street 
There's this store where the creatures meet 
I wonder what they do in there 
Summer Sunday and a year 
I guess I like it fine, so far 

She lives on Love Street 
Lingers long on Love Street 
She has a house and garden 
I would like to see what happens 

La, la, la, la, la, la, la 
La, la, la, la, la, la, la 
La, la, la, la, la, la, la 
La, la, la, la, la, la, la 
La, la, la, la, la, la, la"
75,Mack The Knife ,"Well the shark has pretty teeth, dear
And he shows them pearly white.
But MacHeath, dear, is a sailor
And he keeps them out of sight.
Ha, huh, huh.

You know he keeps them out of sight, hmm yeah.
They're white, white, white,
White, white, white,
White, white, white, yeah."
76,Maggie M'Gill ,"Ms. Maggie M'Gill, She lived on a hill.
Her daddy got drunk And left her the will.
So she went down, Down to Tangie Town.

People down there Really like to get it on.

Now if you're sad, And you're feeling blue.
Go out and buy a Brand new pair of shoes.
And you go down, Dow to Tangie Town.

'Cause people down there Really like to get it on.
Get it on. 

Illegitimate son Of a Rock n' Roll star.
Illegitimate son Of a Rock n' Roll star.

Mom met dad in the back Of a Rock n' Roll car, yea
Well, I'm an old blues man And I think that you understand.
I've been singing the blues Ever since the world began.

Maggie, Maggie, Maggie M'Gill. Roll on, roll on, Maggie M'Gill.
*repeat and fade*"
77,Mean Mustard Blues ,"Well baby,
You been away so long, woman.
I said baby,
You've been away so long.
Well come on back, baby
Cause your man wants you home.

I got a fine little baby
Weighs about five hundred pounds.
I got a fine little baby
Weighs about five hundred pounds.
Well my woman makes love, boys
You oughta come around.

Well we're fighting in the war,
People gonna ball,
Sitsaw conka cheecha aw...
All right now, baby
Well it's all right...
I'm going home,
Back where I belong.

""Oh Detroit,
You're looking good, tonight.
I feel good in Detroit City.
Make those Cadillacs,
And make those other cars...

You know what the blues is.
You know.
I know you people know out there.
Cause I can feel you,
I can feel you boogeyin' all night."""
78,Mental floss ,"All deserters will be shot 
at 5 o'clock tomorrow morning 
so get yourselves together 
and quit messing around 
No more nonsense! 

The assassination occurred at 3.30 
No one was there to witness it 
Even the breviaries had left their tapestries on the window 
And we were all silenced 
by the sad mildew cloud 
that followed around 

I wish I was back in the land of the... 
of the... 
Aaahm uhm... 

You can't pin that one on me 
I didn't do a goddamn thing 
I was just standing there 
Then a bunch of guys came up 
and started laying all this shit on me 
Now what am I supposed to do? 
I'm an American! You can't touch me! 

Did you know all nuns are 42? 
And their eyes are blue? 
Did you know all table clothes 
are white in France? 
Did you know women wear underpants? 
Well, they do! 
How does a musician imitate 
the sound of underpants sliding 
over a woman's thighs, 
down over her ankles, 
and over her little toes? 
And the rings on her toes? 
And her unquipped toe nails? 

Lightning struck the magic purse 
I didn't do a damn thing, man! 
I was just standing there 
in front of the 'Delicatessen' 
and all these rabbies ran up 
and a bunch of Indians and freaks 
and monsters and f.... just started ... 
mhmh... talking in all these weird languages... 
What aah ... what ... could I say? 

Hey, I'm tired of being a freaky musician 
I wanna be Napoleon! 
Let's have some more wars around here! 
What a stinking, shitty little war we have running over there 
Let's get a big one! 
A real big one! 
With a lotta killings and bombs and blood! 

Schooldays... 
Schooldays... 
Good old-fashioned rule days... 

Schooldays... 
Schooldays... 
Good old-fashioned rule days... "
79,Money ,"Want to tell you about
Something I ain't seen
For a very long time.
Tell you about something
I need real bad.

You know the best thing
In life is free.
You can give it to
The birds and bees.
I want some money.
Yeah, yeah.
I want some money.
Yeah, yeah.

Your lovin' give me
Such a thrill,
But your lovin' can't
Pay my bills.
I want some money.
Yeah.
I want some money.
Yeah, yeah.
One time.

Your lovin' give me
Such a thrill,
But your lovin' can't
Pay my bills.
I want some money.
Yeah, yeah.
I want some money.
Yeah, all right.

I want some money.
Give me some money.
More money, babe.
I want some money.
Yeah, yeah.
One more time.

I want some money.
More money, babe.
Money.
Lots of money.
I want some money.
All right."
